longitude,latitude,housing_median_age,median_income,median_house_value
-117.07,32.67,28,2.3814,112300
-117.08,32.67,31,2.5662,118200
-117.09,32.66,46,3.375,136300
-117.08,32.66,43,2.81,103400
-117.07,32.67,35,1.8977,95600
-117.07,32.65,12,3.4701,204900
-117.07,32.64,32,4.1325,172800
-117.08,32.64,43,1.8672,145800
-117.08,32.65,17,2.5392,147000
-117.08,32.64,38,1.9241,150000
-117.08,32.64,11,1.6806,141700
-117.09,32.65,20,2.619,145800
-117.09,32.65,25,2.6296,150000
-117.08,32.65,28,2.3562,123800
-117.09,32.64,38,2.7218,145900
-117.09,32.64,30,2.507,142700
-117.1,32.64,29,2.5658,134700
-117.09,32.64,20,1.6321,57500
-117.09,32.64,19,1.62,131300
-117.09,32.63,27,2.4148,67500
-117.11,32.64,23,1.858,67500
-117.11,32.62,27,2.1719,131500
-117.09,32.62,37,3.0729,128700
-117.09,32.62,37,2.4866,129700
-117.09,32.62,34,2.1955,129700
-117.08,32.63,33,2.1281,139800
-117.09,32.64,24,1.947,147500
-117.09,32.63,33,1.8417,150000
-117.07,32.64,38,4.6477,150400
-117.07,32.63,37,3.455,156900
-117.07,32.64,30,2.24,129500
-117.06,32.63,37,4.125,160200
-117.06,32.62,36,3.9167,189700
-117.07,32.63,40,3.5583,154900
-117.07,32.63,37,3.7583,145500
-117.08,32.63,30,2.6146,159400
-117.08,32.63,28,2.2788,146300
-117.08,32.62,28,3.0771,158600
-117.08,32.62,36,3.4773,150400
-117.09,32.61,23,2.1548,118800
-117.09,32.61,21,3.6467,113000
-117.08,32.62,16,2.2685,151900
-117.08,32.61,27,3.3514,149100
-117.07,32.62,19,2.7838,155900
-117.06,32.61,34,2.8489,128300
-117.07,32.61,22,2.1441,135500
-117.07,32.6,18,1.9267,67500
-117.07,32.59,21,1.6007,96200
-117.08,32.59,30,2.3929,134400
-117.08,32.6,24,2.2544,121900
-117.07,32.61,10,2.1765,128400
-117.06,32.61,24,2.0571,152300
-117.06,32.61,23,2.5625,131100
-117.07,32.6,13,2.2903,106300
-117.06,32.6,25,1.7472,94600
-117.06,32.6,24,2.4191,107300
-117.06,32.6,33,2.7014,108200
-117.05,32.63,31,4.1958,160100
-117.05,32.62,34,4.2851,144500
-117.04,32.62,26,4.9962,156000
-117.05,32.61,31,3.5096,139900
-117.05,32.61,21,3.2633,129700
-117.05,32.61,26,3.8615,139300
-117.04,32.6,20,4.2241,139800
-117.04,32.6,18,3.9076,152900
-117.05,32.59,16,3.0495,98300
-117.04,32.63,26,4.1154,160200
-117.04,32.62,27,4.6793,151900
-117.03,32.61,23,5.1538,171300
-117.03,32.61,22,6.0086,166900
-117.03,32.6,26,5.152,143400
-117.02,32.59,19,3.0365,98100
-116.98,32.62,6,4.7068,184300
-117.06,32.64,30,5.766,186100
-117.06,32.63,29,4.2204,169800
-116.98,32.68,22,5.5248,156300
-117.01,32.67,17,5.551,266900
-117,32.67,16,6.6143,264100
-117.02,32.67,20,6.5772,245200
-117.01,32.66,11,6.9664,293900
-117.02,32.66,19,6.6272,273600
-116.97,32.65,4,5.6631,233400
-116.99,32.64,15,3.9519,193500
-117.04,32.65,8,4.2155,247800
-117.03,32.65,14,7.6344,290500
-117,32.64,11,4.9792,170400
-117.01,32.63,7,5.7358,221600
-117.04,32.64,5,4.0298,225600
-117.02,32.64,5,6.5151,281700
-117.03,32.63,13,5.7789,227700
-117.03,32.63,14,5.2489,213700
-117.04,32.63,26,5.1354,181600
-116.99,32.74,17,3.1771,189900
-116.98,32.74,17,2.6944,158300
-116.98,32.74,24,4.9286,173700
-116.98,32.74,16,5.1098,162300
-116.98,32.72,15,4.5135,158300
-116.98,32.73,16,5.0864,175300
-116.98,32.72,4,4.6667,223300
-116.97,32.74,14,4.2192,176100
-116.95,32.74,7,3.9583,141700
-116.96,32.71,18,2.4567,155000
-116.95,32.73,17,5.2671,157100
-116.97,32.76,26,5.9878,270700
-116.98,32.75,25,4.375,214000
-116.97,32.75,28,4.7973,186900
-116.98,32.75,18,2.9886,170800
-116.97,32.76,33,6.1768,228900
-116.95,32.76,13,4.9528,266200
-116.94,32.75,4,5.1221,229700
-116.92,32.76,9,5.9202,181300
-116.92,32.76,7,5.2741,249400
-116.91,32.75,5,4.7813,240900
-117,32.76,31,6.5645,189100
-116.99,32.76,21,4.625,273500
-116.99,32.74,18,3.9844,215300
-117,32.74,17,1.8856,118800
-116.99,32.73,30,4.0357,153800
-117.01,32.75,26,3.9545,178100
-117.01,32.75,34,4.3088,152500
-117.01,32.74,31,2.6973,135200
-117.01,32.73,22,2.8646,120800
-117,32.73,17,3.7647,127600
-117,32.72,10,2.1362,143200
-117.01,32.72,12,2.3068,132300
-116.99,32.7,15,4.0444,150100
-117,32.7,23,4.3714,131000
-116.98,32.71,18,3.4551,121400
-116.99,32.71,21,3.8904,113800
-117,32.71,22,3.725,123500
-117.01,32.71,20,2.981,129100
-116.99,32.72,15,4.0391,169500
-116.99,32.72,14,4.775,143300
-116.99,32.72,13,3.8295,149600
-116.99,32.72,11,4.7679,169500
-117.02,32.74,30,3.5,144700
-117.03,32.73,34,3.5096,142000
-117.03,32.73,32,3.4784,154400
-117.03,32.74,37,3.0125,130400
-117.02,32.73,22,4.7952,141400
-117.02,32.72,36,3.7763,126900
-117.03,32.73,38,3.5861,123600
-117.03,32.72,38,3.5938,125400
-117.03,32.72,37,3.0588,120600
-117.04,32.72,24,4.0813,137000
-117.04,32.73,36,3.2717,130700
-117.04,32.73,25,3.5492,125400
-117.05,32.72,35,3.9485,133900
-117.05,32.73,27,3.5529,133900
-117.03,32.74,35,2.4345,129700
-117.04,32.74,33,3.6848,140700
-117.02,32.74,12,1.8594,119200
-117.04,32.74,5,1.7179,132000
-117.04,32.75,36,3.5192,144000
-117.05,32.75,29,2.8306,142900
-117.05,32.75,43,2.7014,133700
-117.03,32.77,34,2.875,161200
-117.02,32.76,15,1.0278,154200
-117.02,32.76,40,3.11,185700
-117.02,32.75,33,5.2835,217100
-117.03,32.75,24,3.0897,187300
-117.04,32.77,26,2.734,148900
-117.04,32.76,43,3.141,141400
-117.05,32.76,37,3.6625,154800
-117.04,32.76,37,3.7368,152200
-117.04,32.77,16,2.9624,144700
-117.03,32.77,19,2.3393,118200
-117.05,32.78,37,4.7941,161700
-117.03,32.78,17,2.5707,171300
-117.02,32.78,33,3.3675,158200
-117.03,32.79,31,4.2992,174400
-117.03,32.79,17,2.7006,166300
-117,32.77,30,2.8125,173500
-117.01,32.76,22,2.8594,189600
-117.01,32.76,34,4.0549,223700
-117.01,32.77,24,2.9,185200
-117.01,32.77,34,2.6678,164200
-117.01,32.77,43,3.0179,149300
-117.01,32.79,31,3.4421,155300
-117.01,32.78,20,2.9896,235600
-117.02,32.78,31,3.4659,163000
-117.02,32.79,36,4.0491,147900
-116.99,32.79,33,4.0658,165100
-116.99,32.79,26,3.744,165800
-116.99,32.78,29,5.4333,222800
-117,32.79,31,3.4773,155800
-116.99,32.77,35,6.1103,301600
-116.98,32.77,29,8.093,379600
-117,32.76,31,4.3977,226800
-117,32.77,35,5.5,241400
-116.95,32.78,33,3.3906,138100
-116.96,32.78,26,2.1638,132800
-116.97,32.78,26,4.7943,226900
-116.92,32.78,21,4.4306,159100
-116.91,32.78,15,7.5,316400
-116.92,32.77,16,6.6783,275000
-116.9,32.77,8,6.2609,307100
-116.95,32.78,20,6.2552,296400
-116.95,32.77,25,6.3191,303400
-116.94,32.78,17,3.434,193200
-116.85,32.83,17,3.6445,197600
-116.88,32.81,35,4.2014,143200
-116.86,32.8,19,4.875,187200
-116.83,32.83,6,5.4288,167800
-116.83,32.81,18,4.8125,210500
-116.92,32.79,24,4.5224,142000
-116.93,32.79,23,3.0927,140600
-116.91,32.8,32,5.6846,208800
-116.9,32.79,21,6.7685,294700
-116.94,32.8,21,1.8937,109800
-116.93,32.79,19,3.0192,142300
-116.95,32.79,19,2.0326,123200
-116.96,32.8,16,1.3291,120800
-116.96,32.79,19,2.6087,123800
-116.96,32.79,35,2.6324,133700
-116.96,32.8,24,1.8357,104200
-116.97,32.79,19,1.9893,112500
-116.96,32.79,17,2.3221,138800
-116.97,32.78,37,3.7019,138600
-116.97,32.78,35,2.9784,136400
-116.97,32.79,32,2.6635,113600
-116.98,32.79,32,3.8667,189700
-116.98,32.8,28,3.963,164400
-116.99,32.8,34,5.2907,195800
-117,32.8,33,4.5662,150300
-117,32.8,29,3.0189,144100
-116.99,32.81,25,4.2386,201000
-116.99,32.81,18,6.2787,250000
-116.97,32.83,23,2.6458,112500
-116.97,32.81,19,2.1422,125000
-116.97,32.8,15,2.4367,111400
-116.94,32.81,22,2.8175,135200
-116.94,32.8,28,2.4141,137500
-116.96,32.8,19,2.065,124100
-116.96,32.8,25,3.369,134400
-116.92,32.82,34,5.0118,165300
-116.92,32.81,23,3.3669,158900
-116.93,32.82,26,4.2586,171000
-116.91,32.81,22,5.4834,232000
-116.92,32.8,33,3.5586,160400
-116.92,32.81,17,1.6686,112500
-116.93,32.8,19,2.0685,130000
-116.93,32.81,18,2.6429,125400
-116.95,32.82,19,2.9161,135700
-116.95,32.82,12,2.5949,108300
-116.95,32.81,31,3.1106,147700
-116.96,32.81,8,2.9097,152500
-116.94,32.82,35,3.2411,159200
-116.94,32.81,8,2.136,143500
-116.95,32.81,15,2.543,100000
-116.95,32.82,18,3.8024,144900
-116.97,32.83,17,2.949,117300
-116.99,32.83,20,3.1979,154600
-116.99,32.85,32,4.0931,134200
-116.98,32.85,12,4.0882,134500
-117.01,32.83,17,3.3067,121900
-117.01,32.84,23,3.1023,143300
-117.02,32.84,17,5.131,148300
-116.96,32.85,11,4.1716,166100
-116.96,32.86,14,4.4347,160300
-116.96,32.87,17,4.8286,158500
-116.98,32.88,12,4.3952,151700
-116.98,32.86,19,4.7717,153200
-116.98,32.86,16,4.0693,146400
-117,32.87,18,4.4904,150400
-117.01,32.85,23,5.4903,151400
-117,32.85,24,5.282,140800
-116.95,32.83,14,3.3081,168700
-116.95,32.84,31,3.4286,129400
-116.93,32.85,15,2.5388,119000
-116.93,32.85,5,3.1142,150000
-116.94,32.85,31,4.7578,161000
-116.94,32.84,32,4.5278,166300
-116.94,32.83,38,3.7831,147800
-116.88,32.86,9,5.0733,196600
-116.86,32.87,17,5.0524,285400
-116.84,32.86,16,3.2516,202100
-116.89,32.85,16,2.8906,158300
-116.91,32.87,14,4.3818,147100
-116.91,32.86,10,2.5365,139500
-116.91,32.86,15,3.6898,131000
-116.92,32.86,11,2.3693,127000
-116.93,32.83,19,3.944,172500
-116.93,32.83,21,2.3203,163500
-116.92,32.82,17,2.8875,155700
-116.92,32.85,23,4.0625,145000
-116.92,32.84,16,4.6674,178000
-116.91,32.83,16,4.105,174400
-116.92,32.82,16,4.0048,184600
-116.91,32.85,21,4.5096,159500
-116.89,32.85,15,5.1185,185300
-116.9,32.84,18,2.7069,153800
-116.89,32.82,18,5.0201,154400
-116.9,32.84,18,4.0873,146900
-116.91,32.82,14,3.8073,170100
-116.96,32.9,16,5.3008,186500
-116.94,32.89,24,5.2542,227800
-116.94,32.87,24,5.2614,177200
-116.93,32.87,17,3.6027,211900
-116.9,32.9,19,4.0806,189200
-116.84,32.92,20,3.1607,119300
-117.05,33.01,19,4.625,211100
-117.05,33.01,17,10.6186,429300
-117.04,33.01,28,8.4721,342300
-117.03,33,6,7.7569,387400
-117.04,32.99,6,6.6012,314900
-117.04,32.98,16,6.0226,192900
-117.06,32.99,16,6.2683,180700
-117.05,32.97,17,5.5882,194300
-117.05,32.96,18,4.8295,165800
-117.04,32.97,13,4.5746,175700
-117.03,32.97,16,4.5625,231200
-117.03,32.96,16,4.121,182100
-116.99,32.96,17,4.8854,181300
-117.02,32.95,25,3.7784,160100
-117.03,32.95,19,4.5032,168900
-117.05,32.95,17,3.9531,178600
-117.05,32.95,17,3.2369,167800
-117.06,33.02,24,1.9176,121100
-117.06,33.01,24,3.5192,159100
-117.07,33.01,25,3.1187,169400
-117.07,33.02,17,2.6048,148200
-117.06,33.04,17,5.7382,278000
-117.06,33.03,23,7.0913,265400
-117.07,33.03,14,5.09,268500
-117.07,33.03,15,6.8099,328200
-117.08,33.03,10,4.3424,160600
-117.07,33.04,4,3.6437,210100
-117.08,33.03,15,3.3724,137900
-117.08,33.03,17,5.8747,229300
-117.08,33.03,18,5.3074,137200
-117.09,33.03,17,6.4211,220700
-117.08,33.04,10,6.53,264100
-117.15,33.02,4,7.2731,450400
-117.1,32.97,17,2.4459,85800
-117.1,32.96,7,4.1279,167600
-117.05,33.05,6,5.6436,278600
-117.05,33.04,12,6.7769,400000
-117.05,33.03,14,4.5,222200
-117.05,33.03,16,4.3571,144600
-117.06,33.02,17,5.8966,261500
-117.05,33.02,18,6.3517,260100
-117.01,33.04,13,7.7684,362300
-117.04,33.03,16,6.3761,296200
-117.01,32.99,8,8.4284,378300
-116.99,33.01,11,7.7517,500001
-117.09,32.91,9,6.5706,255700
-117.09,32.91,16,7.0546,282200
-117.09,32.9,16,6.2715,255100
-117.1,32.9,16,5.149,184300
-117.11,32.9,16,4.4766,161500
-117.11,32.91,15,7.5992,310600
-117.08,32.91,16,6.5853,248400
-117.08,32.93,5,6.0857,308300
-117.08,32.91,9,7.5604,327900
-117.07,33.01,5,5.1998,294100
-117.06,33.01,9,4.4219,209200
-117.07,33,4,4.25,281600
-117.07,33,4,4.955,241500
-117.08,33.01,5,6.1949,238700
-117.09,32.99,16,5.1909,201400
-117.09,32.99,18,4.6028,216800
-117.09,32.98,23,2.3182,268800
-117.12,32.96,16,5.2463,156300
-117.11,32.97,9,6.0862,263600
-117.1,33,5,5.9094,261100
-117.11,32.95,11,4.9485,231800
-117.12,32.95,8,6.3542,218100
-117.12,32.96,15,6.0175,238300
-117.12,32.95,4,4.988,263700
-117.08,32.97,3,5.4584,246500
-117.06,32.97,17,4.3548,192300
-117.25,33.06,6,6.439,296200
-117.25,33.05,16,4.3286,213400
-117.26,33.05,14,6.2513,240900
-117.26,33.06,11,7.6832,319800
-117.24,33.05,15,5.3129,169200
-117.24,33.05,11,6.4027,344200
-117.2,33.07,5,5.9289,411300
-117.16,33.06,16,5.8661,404500
-117.21,33.03,20,11.0911,500001
-117.18,33.02,15,13.6623,500001
-117.21,33.02,26,10.156,500001
-117.23,33.01,18,11.1118,500001
-117.26,32.97,25,6.4651,500001
-117.26,32.96,36,10.1768,500001
-117.26,32.95,34,5.6582,500001
-117.26,32.95,22,4.4375,500001
-117.3,32.96,30,4.2875,500001
-117.25,33.01,16,7.7317,396000
-117.24,33,16,7.5975,369100
-117.23,32.99,17,15.0001,500001
-117.25,32.99,10,7.472,439900
-117.25,33,14,5.8393,485300
-117.26,33,31,4.7841,393500
-117.27,33,36,5.1523,387800
-117.31,33,30,6.8443,492500
-117.26,32.99,16,2.7348,231300
-117.27,32.99,21,5.5922,382100
-117.26,32.98,12,4.125,226900
-117.31,32.98,17,4.1012,244700
-117.27,32.98,17,5.2742,230700
-117.32,33.01,29,4.125,394400
-117.28,33.02,21,4.2356,347700
-117.27,33.02,13,4.7179,376700
-117.26,33.04,18,6.3525,278300
-117.26,33.04,16,6.6319,269600
-117.24,33.04,13,3.212,147600
-117.25,33.03,6,6.9326,324600
-117.27,33.03,25,3.9826,215800
-117.27,33.03,16,3.5313,148700
-117.26,33.02,9,6.3712,369800
-117.27,33.03,19,4.87,220900
-117.27,33.02,21,5.798,286100
-117.29,33.05,28,3.1667,300000
-117.28,33.04,12,3.5179,252700
-117.27,33.04,27,3.55,214600
-117.29,33.04,30,4.7333,286900
-117.33,33.03,31,2.8611,314300
-117.3,33.07,14,6.4247,295100
-117.29,33.08,18,5.7787,346700
-117.27,33.08,7,6.0922,342400
-117.29,33.06,20,6.1509,338700
-117.28,33.06,8,4.0118,245800
-117.27,33.06,7,3.197,367100
-117.27,33.05,15,2.9083,122400
-117.3,33.08,24,4,343200
-117.34,33.06,17,4.3182,357100
-117.31,33.07,21,3.2984,369400
-117.3,33.07,16,3.5585,284800
-117.3,33.06,24,3.194,276300
-117.3,33.06,31,4.027,290000
-117.3,33.05,34,3.2308,331300
-117.33,33.17,11,4.0791,281300
-117.34,33.16,31,4.5694,243700
-117.33,33.16,29,4.0585,245500
-117.32,33.15,15,5.4904,262100
-117.32,33.12,25,2.7717,354000
-117.31,33.1,15,3.5341,500001
-117.29,33.13,4,3.9205,183000
-117.31,33.11,7,4.1282,188100
-117.29,33.12,4,4.7961,168800
-117.29,33.1,6,5.1837,259800
-117.28,33.1,13,6.5338,267900
-117.35,33.17,16,2.478,185600
-117.34,33.16,24,2.25,187500
-117.34,33.15,19,3.0306,178500
-117.35,33.16,22,3.975,500001
-117.35,33.16,10,3.7891,206300
-117.34,33.15,17,3.3536,283300
-117.36,33.18,26,2.5509,181800
-117.36,33.18,39,2.8893,185400
-117.35,33.17,36,3.625,198000
-117.36,33.17,24,2.3182,500001
-117.37,33.18,19,2.6979,266700
-117.37,33.19,23,1.8214,173800
-117.37,33.19,33,2.8819,208600
-117.37,33.19,18,1.9562,192500
-117.37,33.19,38,4.1875,185000
-117.38,33.19,35,2.4583,197900
-117.38,33.14,14,3.209,313300
-117.38,33.19,26,1.9891,500000
-117.38,33.2,17,1.9386,106300
-117.37,33.2,19,1.6318,187500
-117.38,33.19,17,1.5625,162500
-117.38,33.2,26,1.3903,184400
-117.36,33.2,19,1.3269,166100
-117.36,33.2,19,2.9539,169900
-117.36,33.2,26,3.2917,150800
-117.35,33.2,23,2.5754,169700
-117.35,33.21,24,4.25,150300
-117.34,33.21,23,4.0109,145700
-117.35,33.2,32,3.9875,142900
-117.34,33.21,12,2.7386,216100
-117.35,33.19,28,5.1733,198100
-117.34,33.19,23,5.276,224500
-117.33,33.19,15,2.9716,173600
-117.34,33.19,19,5.7409,274100
-117.29,33.24,5,3.1875,153800
-117.3,33.23,13,2.765,98500
-117.32,33.23,24,1.6402,169300
-117.31,33.24,6,4.0469,162400
-117.32,33.22,15,2.4375,108900
-117.33,33.22,21,2.7846,91200
-117.32,33.22,16,2.7417,91700
-117.33,33.21,17,2.2882,85800
-117.3,33.22,4,3.7568,184100
-117.31,33.19,11,4.3762,215500
-117.29,33.2,16,2.4754,157300
-117.31,33.18,16,2.0147,87700
-117.29,33.19,18,3.0704,151600
-117.28,33.2,20,4.3428,152100
-117.37,33.22,35,3.676,125600
-117.35,33.23,4,3.8958,189800
-117.35,33.21,18,2.675,117100
-117.38,33.21,31,2.6442,103300
-117.37,33.2,29,2.0272,99600
-117.28,33.28,13,3.8156,150700
-117.25,33.3,14,6.3054,359000
-117.26,33.26,9,4.3429,173900
-117.3,33.26,23,4.1713,133800
-117.3,33.25,22,3.7933,131000
-117.31,33.25,14,3.125,102300
-117.31,33.25,13,2.8558,97100
-117.32,33.25,7,4.85,186900
-117.32,33.25,7,3.6301,170900
-117.34,33.23,11,3.1062,141000
-117.33,33.23,15,2.5872,155600
-117.33,33.23,15,3.33,127900
-117.33,33.24,13,2.9386,143400
-117.42,33.35,14,2.5729,134400
-117.24,33.34,17,4.5764,257300
-117.22,33.36,16,4.605,263300
-117.22,33.31,12,6.2475,331300
-117.21,33.34,10,5.4563,325700
-117.19,33.34,15,6.1009,314400
-117.17,33.34,15,2.7986,189900
-117.2,33.29,12,4.0357,295900
-117.17,33.28,16,5.1786,376800
-117.25,33.38,16,3,146700
-117.24,33.4,16,3.7857,227000
-117.23,33.38,18,2.8393,173200
-117.24,33.38,16,3.668,171200
-117.25,33.38,17,2.0956,134400
-117.25,33.39,22,2.375,137300
-117.26,33.37,7,2.2368,154600
-117.25,33.37,8,1.995,146900
-117.24,33.37,14,4.5391,180900
-117.24,33.36,11,4.5,222600
-117.25,33.36,6,2.3214,247000
-117.34,33.46,14,5.5395,273300
-117.19,33.41,16,4.0882,296100
-117.14,33.39,17,3.8547,208300
-117.2,33.38,14,5.0507,291500
-117.1,33.36,19,3.2614,168800
-116.95,33.31,16,2.2393,117000
-117.03,33.32,14,3.8438,243800
-117.05,33.29,17,7.0177,267600
-117.05,33.26,14,3.7644,264700
-117.12,33.27,11,4.9375,232800
-117,33.29,17,8.2531,419200
-116.98,33.26,12,4.7647,254100
-116.99,33.2,17,3.1553,250000
-116.9,33.22,11,3.1906,234500
-117.14,33.23,11,3.1272,281300
-117.11,33.23,13,4.9335,298100
-117.08,33.23,14,4.15,272200
-117.2,33.24,12,6.2079,307300
-117.15,33.2,16,4.0328,294600
-117.2,33.2,16,5.543,286400
-117.22,33.22,17,3.3882,190800
-117.22,33.22,16,1.7217,175000
-117.22,33.22,15,1.9571,162500
-117.23,33.24,26,4.3068,240100
-117.24,33.23,13,4.0776,196000
-117.24,33.23,21,3.4359,150900
-117.23,33.23,13,2.9875,172000
-117.23,33.22,18,1.808,97000
-117.23,33.22,16,2.0246,148800
-117.24,33.22,20,4.1316,162500
-117.24,33.21,9,2.1293,151400
-117.23,33.21,34,4.125,164600
-117.25,33.25,6,4.6187,205000
-117.27,33.23,5,4.1405,198500
-117.27,33.22,5,5.0249,196700
-117.27,33.22,16,1.8849,90800
-117.28,33.22,13,2.3844,98600
-117.27,33.21,5,4.4531,177500
-117.25,33.22,26,3.9815,142600
-117.25,33.22,19,3.5,135800
-117.26,33.21,26,3.0197,136000
-117.28,33.2,11,4.21,175600
-117.27,33.2,23,4.2054,150700
-117.26,33.2,13,2.8214,121900
-117.27,33.2,34,4.3542,156900
-117.27,33.19,8,2.724,139300
-117.28,33.19,5,3.4456,165800
-117.25,33.21,9,2.066,127200
-117.24,33.21,19,2.1875,121700
-117.24,33.21,18,3.0982,111300
-117.24,33.2,25,2.4505,147500
-117.24,33.2,26,2.5119,171700
-117.25,33.2,22,2.0625,124500
-117.25,33.2,10,2.7961,131300
-117.25,33.21,13,2.6339,117000
-117.23,33.21,21,3.6181,213800
-117.22,33.21,19,3.6375,198800
-117.22,33.2,31,4.4844,205500
-117.23,33.2,29,3.5109,166000
-117.23,33.2,21,4.8929,212500
-117.21,33.2,22,5.04,253700
-117.22,33.19,16,2.7019,216900
-117.27,33.18,4,2.9133,215700
-117.26,33.19,4,2.9469,216100
-117.26,33.19,2,4.2361,158500
-117.25,33.19,18,4.5764,207000
-117.24,33.19,19,2.9191,159400
-117.23,33.19,22,3.6346,192500
-117.24,33.18,19,5.0195,200200
-117.3,33.17,6,4.1807,182600
-117.32,33.17,18,4.2383,239000
-117.31,33.17,7,5.552,283900
-117.31,33.16,4,5.5956,247800
-117.31,33.16,17,5.6605,224400
-117.29,33.18,15,2.7644,111400
-117.29,33.18,17,3.1667,160600
-117.28,33.18,16,2.1205,157300
-117.28,33.18,14,6.2096,178100
-117.26,33.18,9,4.5781,225600
-117.27,33.15,4,4.6357,244900
-117.29,33.15,11,4.0625,87500
-117.24,33.17,4,4.2826,237500
-117.22,33.17,6,3.625,135700
-117.23,33.16,4,4,228100
-117.23,33.16,2,3.6736,214500
-117.22,33.18,13,3.3444,183900
-117.21,33.17,16,3.75,163800
-117.21,33.19,21,4.8152,218500
-117.19,33.18,7,4.1128,209700
-117.21,33.16,13,2.6487,196000
-117.2,33.16,13,2.3159,91600
-117.2,33.15,11,3.0139,199000
-117.2,33.14,19,3.8147,139200
-117.22,33.14,5,5.0123,210400
-117.21,33.14,12,2.8586,163300
-117.21,33.13,15,2.2278,132800
-117.17,33.18,25,3.0221,214300
-117.18,33.16,15,3.1793,159900
-117.15,33.16,5,3.5839,158500
-117.14,33.16,16,5.6874,202700
-117.13,33.15,15,3.4833,193200
-117.14,33.15,17,5.5696,168400
-117.14,33.15,16,5.0346,174600
-117.15,33.14,15,2.3062,158900
-117.13,33.15,16,3.1776,172600
-117.13,33.14,16,4.8526,170700
-117.13,33.14,5,4.1053,171400
-117.12,33.14,16,4.1641,163600
-117.12,33.14,12,3.8967,172600
-117.13,33.14,12,4.0495,153900
-117.19,33.14,12,2.3267,92000
-117.18,33.15,7,2.32,117500
-117.21,33.13,19,3.775,168000
-117.2,33.12,18,5.1194,247800
-117.21,33.12,4,4.3672,258900
-117.18,33.11,16,5.1814,279900
-117.25,33.12,8,5.311,255800
-117.24,33.11,10,6.0336,240300
-117.23,33.1,4,7.745,237400
-117.25,33.1,14,3.9464,171900
-117.26,33.09,22,7.0423,500001
-117.26,33.09,13,4.1667,227100
-117.23,33.09,7,6.3373,279600
-117.25,33.08,13,7.5402,340300
-117.25,33.08,14,6.617,285200
-117.26,33.08,12,5.3905,299600
-117.09,33.13,9,3.0426,129900
-117.08,33.14,15,4.3846,154200
-117.08,33.14,11,4.2357,160900
-117.07,33.14,16,4.7426,160600
-117.07,33.15,17,5.1842,157700
-117.06,33.15,24,4.7941,147500
-117.11,33.19,15,5.0461,222400
-117.03,33.18,17,5.1771,212800
-117.06,33.17,4,4.4477,174800
-117.1,33.17,12,5.4819,183800
-117.08,33.16,11,4.8554,206700
-117.07,33.15,15,3.2024,180400
-117.08,33.14,19,3.5462,156800
-117.09,33.15,13,3.4764,137500
-117.07,33.13,17,2.6152,135300
-117.07,33.13,33,2.1786,137500
-117.06,33.14,27,3.8185,137200
-117.05,33.13,20,2.3762,98500
-117.04,33.15,15,2.8247,150000
-117.05,33.14,16,2.25,136300
-117.06,33.13,12,2.8015,143500
-117.08,33.13,17,2.1437,113700
-117.08,33.12,43,0.7054,137500
-117.11,33.15,14,4.7019,191100
-117.1,33.15,5,3.1467,161100
-117.12,33.15,7,4.4655,182800
-117.14,33.18,11,3.7109,199800
-117.1,33.14,7,2.3171,159500
-117.11,33.14,10,3.4455,190500
-117.14,33.12,7,4.9005,264000
-117.13,33.13,17,2.082,80000
-117.11,33.12,46,3.875,200000
-117.1,33.12,12,0.813,275000
-117.11,33.11,17,2.2875,132400
-117.14,33.07,12,4.3513,199600
-117.12,33.07,45,3.6389,186600
-117.1,33.07,16,8.6803,347300
-117.07,33.07,8,8.5957,444100
-117.1,33.09,5,4.4375,353000
-117.08,33.08,23,4.9844,249100
-117.09,33.1,21,3.8292,177000
-117.08,33.09,23,4.7566,178300
-117.09,33.12,11,2.5284,122500
-117.08,33.11,31,2.5331,115100
-117.08,33.11,28,2.2,127700
-117.09,33.11,32,3.1429,171600
-117.08,33.12,37,1.8363,145500
-117.07,33.11,31,3.0915,139900
-117.08,33.11,31,2.2146,116700
-117.08,33.12,33,1.875,114300
-117.07,33.12,21,3.1458,187700
-117.07,33.12,32,2.7216,146300
-117.07,33.12,12,2.4122,127000
-117.07,33.11,17,3.0054,142300
-117.06,33.09,11,4.0484,262500
-117.03,33.13,15,4.7022,172800
-116.97,33.13,10,6.7957,287500
-117.05,33.13,17,4.2813,169900
-117.05,33.11,18,5.4786,223500
-117.05,33.13,22,5.2323,167500
-117.05,33.1,13,6.1868,320200
-117.03,33.12,25,5.4663,248300
-117.04,33.09,16,6.1834,335600
-116.93,33.06,16,4.8836,239900
-116.89,32.99,14,5.0278,210900
-116.95,32.96,18,4.5,222600
-116.84,33.08,15,4.0408,225900
-116.77,33.08,13,5.5842,239100
-116.78,33,7,5.5102,221000
-116.84,33.01,5,5.4155,199200
-116.88,33.05,11,2.8827,166700
-116.88,33.02,16,5.2596,171500
-116.9,33.03,11,3.475,167200
-116.86,33.05,17,3.6348,164500
-116.86,33.02,17,4.6518,170200
-116.84,33.02,11,5.6674,209800
-116.74,33.33,17,2.4744,158200
-116.68,33.16,26,2.1797,156300
-116.6,33.06,23,2.7813,172900
-116.58,33.09,36,3.0089,134400
-116.56,33.05,15,4.125,148200
-116.61,33.04,11,3.875,198100
-116.66,33.09,24,1.5909,221900
-116.67,32.97,16,5.359,193800
-116.52,32.9,18,4.57,189900
-116.34,33.36,24,3.3214,176400
-116.32,33.28,19,3.3625,100000
-116.26,33.07,17,1.9875,83700
